HB030,DB090,HH010,HH021,HH030,HH031,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HS011,HS021,HS031,HS040,HS050,HS060,HD080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HY010,HY020,HY022,HY023,HY040G,HY040N,HY050G,HY050N,HY060G,HY070G,HY080G,HY081G,HY090G,HY090N,HY100G,HY110G,HY110N,HY120G,HY130G,HY131G,HY140G,HY145N,HY170G,AP,SL,M_K
30019500,688.41234,4,1,3.0,1997,2,2,,,125.0,,1,1,,3.0,,1,1,1,3,1,1,1,3,3000.0,2,,2,2,2,2,30971.16,24421.17,24002.6,24002.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,6549.99,-628,0.0,10,1,1
30020000,269.02347,4,1,3.0,1982,2,2,,160.0,220.0,,1,1,,3.0,3.0,1,1,2,1,1,1,1,2,1750.0,1,1.0,2,1,1,2,34093.0,27055.23,26524.27,21726.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,120.0,0,0,6917.77,-42,0.0,10,1,1
30020100,487.81716,4,1,5.0,1990,2,1,,300.0,180.0,,1,1,,3.0,,1,1,1,1,3,1,3,3,600.0,1,,2,2,2,2,3649.32,3642.32,3642.32,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,7.0,0,0,0.0,0,0.0,10,1,1
30020200,301.38952,4,1,4.0,1977,2,2,,,105.0,,1,1,,3.0,,1,1,1,2,1,1,3,3,1000.0,2,,2,2,2,2,9360.48,9179.8,9179.8,1298.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,25.0,0,0,155.68,0,0.0,10,1,1
30020300,2141.79244,4,3,1.0,2000,2,2,130.0,,180.0,,1,1,3.0,3.0,,1,1,1,3,1,1,3,5,500.0,3,,2,2,1,2,18381.06,14054.92,14054.92,14054.92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.71,1.71,0,0.0,0.0,0.0,0,0,4326.14,-85,0.0,10,1,1
30020400,191.92812,4,1,3.0,1969,2,1,,500.0,100.0,,1,1,,,,1,1,1,1,1,1,1,3,800.0,2,,1,2,2,2,7037.12,6940.12,6940.12,-97.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,97.0,0,0,0.0,0,0.0,10,1,1
30021700,374.8886,4,1,4.0,1995,2,1,,160.0,178.67,,1,1,,3.0,,1,1,2,2,1,1,1,3,700.0,2,,2,1,2,2,13717.02,12432.34,12432.34,4954.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1284.68,-81,0.0,10,1,1
30022400,788.17223,4,1,4.0,2014,2,1,,400.0,250.0,,1,1,,3.0,,1,1,1,3,1,1,1,5,1000.0,2,,2,2,2,2,26397.29,23029.72,22743.08,11343.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,3367.57,0,0.0,10,1,1
30022800,555.01439,4,1,4.0,1988,2,1,,230.0,120.0,,1,1,,3.0,,1,1,1,1,1,1,1,4,1300.0,2,,2,1,2,2,37252.51,28227.56,28227.56,28227.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.54,1.54,0,0.0,0.0,0.0,0,0,9024.95,-38,0.0,10,1,1
30023100,249.92573,4,1,4.0,2000,2,2,,,100.0,,1,1,,3.0,,1,1,1,1,1,1,1,4,1000.0,2,,2,2,2,2,14276.76,11878.14,11878.14,7892.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,295.4,251.39999999999998,0,0.0,0.0,0.0,0,0,2398.62,0,0.0,10,1,1
30023300,1208.24109,4,5,4.0,1989,2,2,,200.0,155.0,,1,1,3.0,3.0,3.0,2,1,2,1,1,1,3,3,600.0,2,,2,2,2,2,19170.16,17460.63,15457.02,9915.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1709.53,-24,0.0,10,1,1
30023400,149.09187,4,1,2.0,1967,2,1,,,120.0,,1,1,,3.0,,2,1,2,2,3,1,3,1,725.0,1,,2,2,2,2,9614.44,9614.44,3402.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
30023600,2127.69813,4,2,3.0,2014,2,2,,250.0,75.0,175.0,1,1,3.0,3.0,,1,1,1,3,1,1,2,3,1000.0,3,,2,2,2,2,10698.76,8642.24,8379.61,8379.61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,300,0.0,0.0,0.0,0,0,2056.52,-29,0.0,10,1,1
30023800,2129.8515,4,2,4.0,2013,2,1,,250.0,187.58,100.0,1,1,3.0,3.0,,1,1,1,1,1,1,1,4,1100.0,2,,2,2,2,2,29938.04,22893.48,21775.88,21775.88,0.0,0.0,1117.6,882.91,0.0,0.0,0,0,0.0,0.0,600,0.0,0.0,0.0,0,0,7044.56,-59,0.0,10,1,1
30024300,123.61777,4,1,3.0,1980,2,2,,200.0,98.0,,1,1,,3.0,,1,1,1,3,1,1,3,2,400.0,1,,2,2,2,2,3676.38,3617.38,3617.38,-59.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,59.0,0,0,0.0,0,0.0,10,1,1
30024400,640.97701,4,1,3.0,1987,2,1,,,50.0,,1,1,,3.0,,2,1,1,2,1,1,2,4,500.0,2,,2,2,2,2,15758.16,14551.44,14551.44,8085.94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1206.72,0,0.0,10,1,1
30025200,953.19311,4,1,3.0,2000,2,2,,220.0,145.0,,1,1,1.0,1.0,,2,2,2,2,1,1,1,3,200.0,2,,2,1,1,1,18456.74,14112.29,13154.07,12604.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,45.31,300,0,3999.14,-191,0.0,10,1,1
30025600,778.35679,4,1,4.0,1987,2,1,,220.0,80.67,,1,1,,3.0,,1,1,1,1,1,1,3,3,300.0,2,,2,2,2,2,1223.37,1223.37,0.0,0.0,0.0,0.0,0.0,0.0,1223.37,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
30026600,228.22589,4,1,3.0,1986,2,1,,160.0,180.0,,1,1,,3.0,,1,1,1,3,1,1,1,3,3000.0,3,,2,2,2,2,16540.81,14296.53,12076.39,5230.93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.67,4.67,0,0.0,0.0,80.0,0,0,2164.28,0,0.0,10,1,1
30027200,221.6687,1,1,5.0,1935,2,1,,,165.32999999999998,,1,1,,3.0,,2,1,2,2,3,1,3,2,300.0,1,,2,2,2,2,3287.62,3063.62,3063.62,-224.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,224.0,0,0,0.0,0,0.0,10,1,1
30027300,442.94422,4,1,3.0,1972,2,2,,,200.0,,1,1,,3.0,,1,1,1,2,1,1,2,3,1250.0,1,,2,1,2,2,26217.81,22170.13,21492.87,16669.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,16.0,0,0,4031.68,-139,0.0,10,1,1
30027700,766.71684,3,1,2.0,1982,2,1,,35.0,43.75,,3,2,,3.0,,1,1,2,2,1,1,1,2,300.0,2,,2,2,1,2,4665.23,4628.52,3720.0,3720.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,36.71,0,0.0,10,1,1
30028000,851.94928,4,1,4.0,1990,2,2,,200.0,170.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,800.0,1,,2,2,2,2,11034.98,10238.27,9052.2,7920.84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,699.84,608.84,0,0.0,0.0,10.0,0,0,786.71,-182,0.0,10,1,1
30028100,1139.11942,4,2,4.0,2000,2,2,,,161.66000000000003,133.0,1,1,3.0,3.0,,1,1,1,3,1,1,1,3,2000.0,2,,2,2,2,2,23094.1,17851.46,17851.46,17851.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,400,0.0,0.0,32.0,0,0,5210.64,-78,0.0,10,1,1
30028200,299.6384,4,1,3.0,1982,2,2,,160.0,170.0,,1,1,,3.0,,1,2,2,3,3,1,2,2,800.0,2,,2,2,2,2,6683.7,6683.7,6683.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
30028400,429.38572,4,1,3.0,2004,2,1,,300.0,110.0,,1,1,,3.0,,1,1,1,1,3,1,1,4,600.0,2,,2,2,2,2,9582.78,9575.78,9575.78,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,7.0,0,0,0.0,0,57.55,10,1,1
30029100,642.0041,4,1,2.0,2015,2,1,,,150.0,,1,1,3.0,3.0,,1,1,1,3,1,1,3,4,300.0,3,,2,2,2,2,19096.76,14901.93,14901.93,13495.41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,4194.83,0,0.0,10,1,1
30029300,642.0041,4,1,4.0,1998,2,1,,220.0,100.0,,1,1,,3.0,,1,1,1,1,1,1,3,2,300.0,1,,2,2,2,2,5209.98,4594.98,4594.98,3549.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67.24000000000001,67.24000000000001,0,0.0,0.0,0.0,0,0,615.0,0,0.0,10,1,1
30029700,776.18148,4,1,3.0,1989,2,1,,200.0,110.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,1000.0,2,,2,2,2,2,39913.84,31587.34,31587.34,31587.34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,24.0,0,0,8302.5,-774,0.0,10,1,1
30030800,300.14791,4,1,3.0,2013,2,1,,160.0,190.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,1500.0,2,,1,1,1,2,15234.28,12320.9,3527.39,3527.39,0.0,0.0,8051.55,6513.55,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2913.38,-71,0.0,10,1,1
30032100,217.12524,4,1,3.0,1963,2,1,,160.0,200.0,,1,1,,3.0,,1,1,1,1,1,1,1,4,950.0,3,,2,2,2,2,25745.72,22454.61,21802.12,9920.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24.880000000000003,24.880000000000003,0,0.0,0.0,0.0,0,0,3291.11,0,0.0,10,1,1
30032500,218.36026,4,1,4.0,1976,2,2,,,120.0,,1,1,,3.0,,1,2,1,2,1,1,1,2,1000.0,1,,2,2,2,2,8966.3,7766.3,7766.3,-1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,1200,0,0.0,0,0.0,10,1,1
30033100,449.45761,4,1,3.0,1989,2,1,,110.0,150.0,,1,1,,3.0,,1,1,1,3,3,1,1,3,800.0,2,,2,2,2,2,16414.25,14433.75,14433.75,7165.92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,13.0,0,0,1967.5,0,0.0,10,1,1
30034000,630.68415,4,1,4.0,1990,2,1,,230.0,119.17,,1,1,,3.0,,1,1,1,1,1,1,1,4,450.0,2,,2,2,2,2,15390.93,12800.06,12625.08,8367.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2590.87,0,0.0,10,1,1
30034600,244.70059,4,1,4.0,1973,2,2,,250.0,200.0,,1,1,3.0,3.0,,1,1,1,2,2,1,3,2,500.0,1,,2,2,2,2,4536.04,4515.7,4515.7,-20.34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,20.34,0,0,0.0,0,0.0,10,1,1
30034900,369.58121,3,1,3.0,1981,1,1,,,90.0,,1,1,,1.0,3.0,2,1,2,2,1,1,1,2,725.0,2,1.0,2,2,2,2,10151.39,8656.12,7652.4,7652.4,0.0,0.0,0.0,0.0,204.0,0.0,0,0,0.0,0.0,0,0.0,0.0,6.0,0,0,1489.27,-49,0.0,10,1,1
30035200,421.37222,4,1,3.0,2004,2,1,,400.0,70.0,,1,1,,3.0,,1,1,1,1,1,1,1,4,450.0,2,,2,2,2,2,27080.93,20660.65,20660.65,20660.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,6420.28,-79,0.0,10,1,1
30035400,273.14845,4,1,4.0,2003,2,1,,250.0,130.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,700.0,2,,2,2,2,2,16231.33,12959.44,12959.44,12959.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.36,0.36,0,0.0,0.0,0.0,0,0,3271.89,0,0.0,10,1,1
30035700,253.20212,4,1,5.0,1995,2,1,,300.0,160.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,1000.0,2,,2,2,2,2,20172.63,17023.94,17023.94,13412.52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,3148.69,0,0.0,10,1,1
30035900,832.63819,4,1,3.0,2004,2,1,,200.0,100.0,,1,1,,3.0,,1,1,1,1,1,1,1,4,400.0,2,,2,2,2,2,14783.99,11241.34,10773.46,10773.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.24,0.24,0,0.0,0.0,14.0,0,0,3528.65,0,0.0,10,1,1
30036000,1107.23596,4,2,3.0,2015,2,1,,250.0,186.67000000000002,140.0,1,1,3.0,3.0,,1,1,1,1,1,1,1,4,600.0,2,,2,1,2,2,14707.97,11031.17,11031.17,11031.17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,840,0.0,0.0,0.0,0,0,3676.8,0,0.0,10,1,1
30036200,433.2269,4,1,3.0,1992,1,1,,300.0,200.0,,1,1,3.0,3.0,3.0,2,1,2,2,1,1,2,1,1000.0,1,,2,2,2,2,20476.61,18306.47,17495.41,9901.61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,30.0,0,0,2140.14,-387,0.0,10,1,1
30036400,1892.86317,4,1,4.0,2010,2,2,,400.0,135.75,,1,1,,3.0,,1,1,1,1,1,1,1,3,700.0,2,,2,2,2,2,18514.39,14398.63,5454.23,5454.23,0.0,0.0,8944.4,7119.74,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,150.0,0,0,3965.76,-123,0.0,10,1,1
30036900,759.29587,4,5,3.0,2011,2,1,,250.0,200.0,,1,1,3.0,3.0,3.0,1,1,1,2,1,1,1,3,2000.0,2,2.0,2,1,2,2,18766.89,15213.02,14538.81,14538.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,6.0,0,0,3547.87,0,0.0,10,1,1
30037300,298.90691,4,1,2.0,1974,2,2,,200.0,90.0,,1,1,,3.0,,1,1,1,2,1,1,1,3,600.0,3,,2,2,2,2,11710.29,9282.31,7544.29,7544.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2427.98,-122,0.0,10,1,1
30038600,220.34524,4,1,4.0,1984,2,2,,,168.32999999999998,,1,1,,3.0,,1,1,1,3,1,1,1,4,1000.0,3,,2,2,2,2,20599.18,18269.03,18269.03,9149.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20.65,20.65,0,0.0,0.0,25.37,0,0,2304.78,0,0.0,10,1,1
30039100,648.96368,4,2,3.0,2005,2,1,,300.0,283.33,175.0,1,1,3.0,3.0,,1,1,1,1,1,1,1,3,1200.0,2,,2,2,2,2,32296.03,24453.02,21513.43,21513.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2100,0.0,0.0,0.0,0,0,7843.01,-224,0.0,10,1,1
30039400,1119.40261,4,1,4.0,1980,1,1,,250.0,175.0,,1,1,,3.0,,1,1,2,2,1,1,2,3,625.0,1,,2,1,1,2,15311.98,12676.76,12676.76,8367.18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,2635.22,-5,0.0,10,1,1
30040200,589.45299,1,1,5.0,2002,2,1,,750.0,170.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,1500.0,2,,2,2,2,2,47256.31,38771.14,32560.18,28781.84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,417.42999999999995,417.42999999999995,0,0.0,0.0,46.0,0,0,8439.17,-289,0.0,10,1,1
30041200,469.54254,4,1,3.0,1978,2,2,,200.0,150.0,,1,1,,3.0,,2,2,2,2,1,1,3,3,1000.0,2,,2,2,2,2,10208.85,9275.39,7072.05,3604.47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,933.46,-270,0.0,10,1,1
30041600,267.67756,1,1,6.0,1991,2,1,,,133.32999999999998,,1,1,,3.0,3.0,2,2,2,2,3,1,3,2,,1,,2,2,2,2,2666.28,2545.73,2545.73,299.45,0.0,0.0,0.0,0.0,0.0,0.0,420,0,0.0,0.0,0,0.0,0.0,120.55,0,0,0.0,0,0.0,10,1,1
30042300,251.40571,4,1,4.0,1981,2,1,,250.0,159.17,,1,1,,3.0,,1,1,1,3,1,1,1,2,1200.0,2,,2,2,2,2,12644.05,11290.05,11290.05,5614.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12.61,12.61,0,0.0,0.0,0.0,0,0,1354.0,0,0.0,10,1,1
30042500,599.43365,4,1,3.0,1951,2,2,,300.0,250.0,,1,1,,3.0,,2,2,2,2,1,1,1,2,800.0,1,,2,2,2,2,9932.81,8793.47,7509.32,3415.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1139.34,0,0.0,10,1,1
30043100,766.49776,4,1,3.0,1989,2,1,,170.0,70.0,,1,1,,3.0,,1,1,1,1,3,1,3,3,300.0,2,,2,2,2,2,3119.26,3112.26,3112.26,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,7.0,0,0,0.0,0,0.0,10,1,1
30044300,1010.45302,4,1,3.0,2010,2,1,,200.0,130.0,,1,1,,3.0,,1,1,1,1,1,1,1,4,900.0,2,,2,2,2,2,23606.72,18851.2,18327.11,18327.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,4755.52,0,0.0,10,1,1
30044400,347.30029,2,1,4.0,1986,2,1,,150.0,86.67,,1,1,,3.0,,1,1,1,3,1,1,1,4,600.0,2,,2,2,2,2,12563.43,9595.0,9595.0,9595.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,5.0,0,0,2963.43,0,0.0,10,1,1
30045700,179.24099,2,1,5.0,1974,2,1,,,140.0,,1,1,,3.0,,2,1,2,2,3,1,3,3,575.0,3,,2,2,2,2,5839.44,5552.98,5047.8,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,28.0,0,0,258.46,0,138.59,10,1,1
30045900,690.60882,4,1,1.0,2010,2,2,,90.0,50.0,,1,1,3.0,3.0,3.0,1,2,1,1,1,1,2,3,400.0,2,,2,1,1,2,9214.81,7052.48,7052.48,7052.48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,26.0,0,0,2136.33,0,0.0,10,1,1
30046400,378.69528,1,1,3.0,1972,2,1,,160.0,71.67,,1,1,,3.0,,2,1,2,3,1,1,1,3,3000.0,2,,2,2,2,2,26462.24,22675.12,21633.08,17728.1,0.0,0.0,0.0,0.0,306.0,0.0,0,0,0.0,0.0,0,0.0,0.0,40.94,0,1440,3746.18,-44,0.0,10,1,1
30046500,423.92967,1,1,4.0,1956,2,1,,,88.17,,1,1,,3.0,,1,1,1,1,1,1,1,3,1000.0,2,2.0,2,2,2,2,47264.35,35580.55,35580.55,35580.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,50.0,0,0,11633.8,0,0.0,10,1,1
30046600,481.13869,4,1,4.0,1989,2,1,,220.0,120.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,1000.0,2,,2,2,2,2,18638.63,14339.05,14339.05,14339.05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,4299.58,0,0.0,10,1,1
30047000,423.82137,3,1,2.0,1988,2,1,,110.0,60.83,,3,1,,3.0,,2,1,2,2,1,1,1,2,1000.0,1,,2,2,1,2,23247.82,17992.61,17176.49,17176.49,0.0,0.0,266.69,266.69,0.0,0.0,0,0,2.06,2.06,0,0.0,0.0,0.0,0,0,5255.21,-214,0.0,10,1,1
30047400,221.13656,4,1,3.0,1999,2,1,,160.0,200.0,,1,1,,3.0,,1,1,1,1,1,1,1,4,1600.0,3,,2,2,2,2,20398.09,16976.17,12624.33,12624.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13.68,13.68,0,0.0,0.0,0.0,0,0,3421.92,-70,0.0,10,1,1
30047500,2207.67444,4,1,2.0,2009,2,1,,,72.33,,1,1,3.0,3.0,3.0,1,1,1,1,1,1,3,5,,3,,2,2,2,2,32989.31,24946.28,24946.28,24946.28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.3900000000000001,1.3900000000000001,0,0.0,0.0,1.74,0,0,8041.29,0,0.0,10,1,1
30048300,595.67875,4,1,3.0,1969,2,2,,,90.0,,1,1,,3.0,,2,2,2,2,1,1,3,3,625.0,2,,2,2,1,2,5522.37,5385.36,5198.79,1017.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,137.01,-48,0.0,10,1,1
30048600,638.19205,4,1,2.0,1989,2,1,,150.0,110.0,,1,1,,3.0,,1,1,1,1,1,1,3,3,300.0,1,,2,1,2,2,6746.99,6207.42,5725.82,2274.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15.57,15.57,0,0.0,0.0,0.0,0,0,539.57,-215,0.0,10,1,1
30048800,406.50291,4,1,2.0,1966,2,1,,,160.18,,1,1,,3.0,,2,1,2,2,3,1,3,3,600.0,2,,2,2,2,2,6313.11,6313.11,6190.98,0.0,0.0,0.0,0.0,0.0,0.0,122.13,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,10,1,1
30049500,996.13495,4,1,4.0,1995,2,2,,600.0,147.0,,1,1,,2.0,,2,1,2,2,1,1,1,3,3000.0,1,,2,2,1,2,18325.66,15122.67,13150.71,13150.71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,11.0,0,0,3191.99,-246,0.0,10,1,1
30049600,898.42061,4,1,4.0,1989,2,1,,230.0,130.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,700.0,2,,2,2,2,2,8336.96,7774.35,7137.64,3010.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,562.61,-112,0.0,10,1,1
30049900,829.03008,4,2,4.0,1986,2,2,,300.0,235.83,150.0,1,1,3.0,3.0,,1,1,1,3,1,1,1,3,1500.0,1,,2,2,2,2,20444.36,15862.36,15862.36,15862.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,120,0.0,0.0,0.0,0,0,4582.0,-168,0.0,10,1,1
30050500,297.90514,1,1,4.0,1982,2,1,,,98.33,,1,1,,3.0,,2,1,1,3,3,1,3,1,600.0,1,,2,2,2,2,4979.12,4853.12,4853.12,-126.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,126.0,0,0,0.0,0,0.0,10,1,1
30051100,467.37812,4,1,4.0,1996,2,2,,90.0,350.0,,1,1,3.0,3.0,3.0,1,1,1,1,1,1,1,3,2500.0,2,,2,1,1,2,22072.42,17900.15,16860.14,13528.86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24.07,24.07,0,0.0,0.0,9.32,0,0,4162.95,-14,0.0,10,1,1
30051300,453.36103,4,1,6.0,1996,2,1,,250.0,180.0,,1,1,,3.0,,1,1,2,1,1,1,1,3,1250.0,1,,2,2,1,2,78063.41,76150.91,72280.26,68534.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1912.5,-185,0.0,10,1,1
30051500,295.29257,4,1,4.0,1992,1,1,,160.0,140.0,,1,1,,3.0,,1,1,1,1,1,1,1,3,600.0,1,,2,2,2,2,17109.75,15979.16,8069.26,4398.34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1130.59,0,0.0,10,1,1
30052000,369.1707,1,1,7.0,1997,2,1,,700.0,155.0,,1,1,,3.0,,1,1,1,1,1,1,1,4,850.0,2,,2,2,2,2,18217.54,15051.39,14899.11,14899.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,80.0,0,0,3086.15,-9,0.0,10,1,1
30052700,280.89879,3,1,2.0,1959,2,2,,200.0,150.0,,1,1,,2.0,,2,2,2,2,1,1,1,1,,1,,2,2,2,2,5848.5,5302.01,4777.64,4777.64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,5.32,0,0,541.17,-79,0.0,10,1,1
30052800,270.48815,1,1,8.0,2002,2,1,,1000.0,272.5,,1,1,,3.0,,1,1,1,1,1,1,1,3,800.0,2,,2,2,2,2,18006.43,15971.12,15971.12,9039.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,130.0,0,0,1905.31,-169,0.0,10,1,1
30053000,332.24171,4,1,3.0,2003,2,2,,,144.58,,1,1,,3.0,,1,1,1,2,1,1,1,3,725.0,1,,2,2,2,2,17354.21,14549.49,14549.49,8847.73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,8.0,0,0,2796.72,0,0.0,10,1,1
30053300,250.39486,4,1,1.0,1986,2,2,,70.0,100.0,,1,1,,3.0,,2,2,2,2,1,3,3,1,300.0,1,,2,1,2,2,4708.88,4551.62,4427.01,541.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,157.26,0,0.0,10,1,1
30053700,1837.34059,3,1,2.0,2001,2,2,,70.0,35.0,,1,1,3.0,3.0,,1,1,2,3,1,1,1,2,500.0,1,,2,2,2,2,2797.71,2661.71,779.21,779.21,0.0,0.0,0.0,0.0,544.04,0.0,0,0,915.21,779.21,0,0.0,0.0,0.0,0,0,136.0,0,0.0,10,1,1
30054300,828.90433,4,2,3.0,2002,2,2,,,192.5,80.0,1,1,3.0,3.0,,1,1,1,3,1,1,1,4,1500.0,3,,2,2,2,2,32731.37,26306.46,26257.06,22757.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.13,2.13,480,0.0,0.0,0.0,0,0,6424.91,-128,0.0,10,1,1
