HB030,HH010,HH021,HH030,HH031,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HS011,HS021,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HY010,HY020,HY022,HY023,HY040G,HY040N,HY050G,HY050N,HY060G,HY070G,HY080G,HY081G,HY090G,HY090N,HY100G,HY110G,HY110N,HY120G,HY130G,HY131G,HY140G,HY145N,HY170G,DB090,AP,SL,M_K
201967,1,1,2,2005,1,2,,1.0,354.04,0,3,3,,3.0,,2,2,2,1,1,2,1,2,1,2000,1,,2,2,2,2,29198.44,29198.44,1000.0,1000.0,0.0,0.0,1248.0,1248.0,24150.0,2800.44,1000,4000,0.0,0.0,0,0.0,0,0,0,0,0.0,0,1872.2,84.75877,8,7,2
201968,4,1,3,1985,2,1,,1.0,281.67,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,4000,2,,2,2,2,2,64336.72,45692.76,40529.06,40529.06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,4000,0,14643.96,100,0.0,63.416419999999995,8,7,2
201969,3,5,4,1991,1,2,,1.0,251.0,0,1,1,,2.0,,2,2,2,1,1,2,1,2,2,1500,1,,2,2,2,2,33299.91,31904.74,23467.05,23467.05,0.0,0.0,8437.69,7042.52,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1395.17,0,848.75,302.86357999999996,9,7,2
201970,1,1,4,1987,2,1,,150.0,360.0,0,1,1,,3.0,,2,1,1,1,1,1,1,1,3,3000,2,,2,2,2,2,39036.45,31451.88,30869.17,30869.17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,42,0,0,7542.57,0,2825.52,176.58048,6,7,2
201973,1,1,3,1992,2,2,,80.0,248.33,0,1,1,,3.0,,2,2,2,1,1,2,1,1,2,1000,1,,2,2,2,2,21283.16,18855.8,18195.22,10046.38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2427.36,210,0.0,27.342959999999998,7,7,2
201975,1,1,3,1986,2,1,,1.0,146.0,0,1,1,,3.0,3.0,1,1,1,1,1,1,1,1,3,6000,2,2.0,2,2,2,2,60451.91,56118.35,54619.1,54619.1,0.0,0.0,156.0,156.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,4333.56,0,9173.93,9.24445,8,7,2
201979,1,1,4,1984,2,2,,120.0,330.0,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,1800,1,,2,2,2,2,24927.32,23322.32,14508.32,14508.32,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,75,0,0,1530.0,0,6175.9,6.75339,6,7,2
201983,3,1,3,1982,2,1,,100.0,286.67,0,1,1,,3.0,3.0,2,1,1,1,1,1,1,1,3,1500,2,2.0,2,2,2,2,21619.89,20208.36,19584.36,19584.36,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1411.53,0,6116.38,244.70344,2,7,2
201986,1,1,3,1984,2,1,,100.0,230.67,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,3500,3,,2,2,2,2,41821.18,33926.25,32603.25,32603.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,220,3200,0,4474.93,0,0.0,35.0238,7,7,2
201987,1,1,3,1962,1,1,,1.0,182.5,0,3,3,,3.0,,2,1,2,1,1,3,2,2,3,1500,2,,2,2,2,2,16053.7,16053.7,16053.7,2217.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,1281.68,123.2578,1,7,2
201990,3,1,3,1972,2,1,,100.0,119.67,0,1,1,,3.0,,1,1,1,1,1,3,1,3,4,1200,2,,1,2,2,2,15928.6,15928.6,15928.6,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,46.69424,4,7,2
201991,1,1,4,1986,2,1,,100.0,221.67,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,2000,2,,2,2,2,2,64041.65,49680.44,49524.44,49524.44,0.0,0.0,156.0,156.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,14361.21,0,0.0,7.729260000000001,1,7,2
201992,1,1,2,1995,2,1,,50.0,170.0,0,3,3,,3.0,,2,1,1,1,1,3,1,3,3,2000,2,,2,2,2,2,45286.69,43833.34,31372.3,20236.54,1122.0,886.68,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1453.35,0,5447.88,48.81221,6,7,2
201993,4,1,3,1991,2,1,,300.0,359.58,0,1,1,,3.0,,2,1,2,1,1,1,1,1,2,2300,1,,2,2,2,2,33300.44,26657.16,24080.1,24080.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,6643.28,0,0.0,190.00618,2,7,2
201996,1,1,3,1989,2,1,,100.0,328.67,0,1,1,,3.0,,2,1,1,1,1,1,1,1,3,4000,1,,2,2,2,2,71031.73,57409.15,50363.74,50363.74,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,13622.58,0,0.0,9.6263,4,7,2
201999,1,5,2,1963,1,1,,1.0,48.33,0,3,3,,3.0,,2,1,2,1,1,2,1,2,3,1200,2,,2,2,2,2,13174.18,10904.42,10316.42,10316.42,0.0,0.0,0.0,0.0,588.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2269.76,0,0.0,260.38955,9,7,2
202000,1,1,3,1984,2,1,,,386.67,0,1,1,,3.0,,1,1,2,1,1,1,1,1,3,5000,2,,2,2,2,2,19715.36,17958.77,8038.97,8038.97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1756.59,0,3772.28,274.48895,6,7,2
202002,1,1,3,1971,2,1,,50.0,198.67,0,1,1,,3.0,,2,1,1,1,1,1,1,1,4,2200,2,,2,2,2,2,59220.84,59124.55,59124.55,31828.82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13991.05,13991.05,0,0.0,0,0,0,0,96.29,60,5114.88,57.23124,2,7,2
202003,1,1,5,1991,2,1,,300.0,362.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,3000,3,,2,2,2,2,50119.08,37733.03,37733.03,37733.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,12386.05,57,613.91,220.52293999999998,1,7,2
202004,1,1,4,1987,1,2,,300.0,370.83,0,1,1,,3.0,3.0,1,1,2,1,1,1,1,1,3,6000,2,2.0,2,2,2,2,27015.49,22069.5,15942.52,15942.52,0.0,0.0,3510.0,3510.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,4945.99,654,0.0,12.24095,10,7,2
202006,1,1,2,1990,2,2,,50.0,166.33,0,1,1,,2.0,,2,2,2,1,1,2,1,2,2,1500,1,,2,2,2,2,11307.0,11307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,250.82971,8,7,2
202008,4,1,3,1987,1,2,,200.0,422.0,0,1,1,,3.0,,2,1,2,1,1,3,1,1,3,1600,2,,1,1,1,1,22094.24,21094.24,21044.24,-1000.0,0.0,0.0,0.0,0.0,0.0,50.0,0,0,0.0,0.0,0,0.0,0,0,1000,0,0.0,0,0.0,30.909329999999997,2,7,2
202009,1,1,2,1987,2,1,,,268.33,0,3,3,,3.0,,2,1,2,1,1,3,1,1,3,3000,2,,2,2,2,2,37612.26,30892.5,27073.13,27073.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,75,0,0,6644.76,859,0.0,161.54783999999998,3,7,2
202010,1,1,3,1965,2,1,,100.0,95.83,0,1,3,,3.0,,1,1,1,1,1,3,2,2,3,1000,2,,2,1,1,2,20513.46,18919.21,18919.21,8119.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1594.25,0,3061.85,113.67159,1,7,2
202011,1,1,4,2002,2,1,,500.0,324.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,4000,2,,2,2,2,2,44056.81,34786.86,34162.86,34162.86,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,27,0,0,9242.95,554,1351.2,254.62036,1,7,2
202012,1,5,3,1976,2,2,,1.0,0.0,0,1,1,,,,2,2,2,2,1,2,2,2,1,800,1,,2,2,2,2,4252.26,4252.26,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,125.8979,9,7,2
202014,1,1,2,1966,1,1,,100.0,131.33,0,3,3,,3.0,,2,2,2,1,1,2,1,2,2,800,2,,2,2,2,2,8328.0,8328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,252.83517,1,7,2
202016,4,4,2,2007,2,1,39.0,39.0,439.0,0,1,1,3.0,3.0,3.0,2,2,2,1,1,1,1,1,3,3000,1,2.0,2,2,2,2,18783.51,15543.31,14295.31,14295.31,0.0,0.0,1248.0,1248.0,0.0,0.0,0,1500,0.0,0.0,0,0.0,0,0,0,0,3240.2,180,0.0,511.59845,9,7,2
202018,1,1,3,1963,2,1,,100.0,353.33,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,4000,1,,2,2,2,2,34073.34,29682.64,19558.12,19558.12,0.0,0.0,9284.52,9284.52,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,4390.7,0,1618.1,49.46215,2,7,2
202019,1,1,3,1970,2,1,,200.0,250.67,0,1,1,,3.0,,1,1,1,1,1,3,1,1,5,1200,3,,2,2,2,2,45721.46,45617.41,45617.41,29415.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,104.05,0,0.0,38.50725,7,7,2
202020,1,1,3,2002,2,1,,200.0,253.17,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,1500,2,,2,2,2,2,58313.23,48586.77,47638.64,47638.64,0.0,0.0,948.13,948.13,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,9726.46,0,6214.7,6.6784300000000005,8,7,2
202021,1,1,6,1972,2,1,,50.0,212.67,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,2500,3,,2,2,2,2,75375.57,62050.06,51520.06,51520.06,0.0,0.0,10530.0,10530.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,13325.51,61,3613.37,4.62997,5,7,2
202022,1,1,2,1967,2,1,,100.0,68.33,0,3,3,,3.0,,2,1,1,1,1,3,1,3,2,1500,2,,2,2,2,2,17123.64,17123.64,17123.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,41.04769,1,7,2
202024,1,1,5,1993,2,1,,100.0,251.33,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,2000,2,,2,2,2,2,29810.58,26252.88,20402.88,20402.88,500.0,500.0,5850.0,5850.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3557.7,0,0.0,57.26739,2,7,2
202025,1,2,3,2004,2,1,,450.0,303.33,9000,1,1,3.0,3.0,,2,1,2,1,1,1,1,1,3,3000,1,,2,2,2,2,59457.27,46470.64,45950.64,45950.64,0.0,0.0,520.0,520.0,0.0,0.0,0,0,0.0,0.0,600,0.0,0,0,0,0,12986.63,261,1005.63,93.3745,9,7,2
202026,1,1,3,1999,2,1,,300.0,246.67,0,1,1,,3.0,,2,1,2,1,1,3,1,1,3,2000,2,,2,2,2,2,29248.05,23536.6,22288.6,22288.6,0.0,0.0,1248.0,1248.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,160,0,0,5551.45,0,754.14,81.95519,1,7,2
202027,2,5,1,2000,2,2,,,315.83,0,3,3,,3.0,,2,2,2,2,1,2,1,2,3,2000,2,,2,2,2,2,15393.96,15393.96,8913.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,1036.05,97.88664,3,7,2
202028,4,5,3,2005,2,1,,,201.67,0,1,1,,3.0,3.0,2,2,2,1,1,1,1,1,3,3000,2,2.0,2,2,2,2,55325.37,52703.04,18053.46,18053.46,0.0,0.0,5850.0,5850.0,28427.86,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2622.33,87,0.0,1168.14202,3,7,2
202029,3,1,3,1992,2,1,,40.0,235.94,0,1,1,,3.0,3.0,1,1,2,1,1,1,1,1,3,2000,3,2.0,2,2,2,2,37333.2,30950.15,28350.89,28350.89,0.0,0.0,2184.0,2184.0,0.0,415.26,0,0,0.0,0.0,0,0.0,0,0,0,0,6383.05,-187,0.0,292.33277000000004,6,7,2
202030,1,1,4,1985,1,1,,300.0,188.33,0,3,3,,3.0,,2,1,2,1,1,3,1,3,2,1500,1,,2,2,2,2,23638.97,23638.97,23638.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,622.7,61.63129,5,7,2
202031,1,1,5,1970,2,1,,50.0,213.0,0,3,3,,3.0,,1,1,2,1,1,1,1,1,3,2500,2,,2,2,2,2,24857.5,24239.3,24239.3,3261.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,618.2,0,0.0,42.20492,2,7,2
202032,2,1,4,1980,2,1,,700.0,306.83,0,1,2,,3.0,,1,1,1,1,1,1,1,1,3,2500,2,,2,2,2,2,74859.69,60413.66,58553.53,48703.47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,14446.03,0,0.0,88.98682,10,7,2
202033,1,1,3,1961,2,2,,,111.67,0,3,3,,3.0,,2,2,2,1,1,3,1,2,2,800,1,,2,2,2,2,14103.09,14103.09,14103.09,4345.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,5172.08,36.18555,5,7,2
202034,1,1,3,1975,1,1,,50.0,145.0,0,3,3,,2.0,,2,1,2,1,1,2,1,2,2,1600,1,,1,2,2,2,25156.61,22242.73,22242.73,22242.73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2913.88,0,4587.67,32.50877,7,7,2
202036,2,1,1,1974,1,1,,1.0,145.67,0,3,3,,3.0,,1,1,2,1,1,3,1,3,3,600,2,,2,2,2,2,9232.94,7200.0,7200.0,7200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2032.94,0,0.0,210.8735,4,7,2
202038,4,1,3,1996,1,1,,1.0,311.33,0,1,1,,3.0,3.0,1,1,1,1,1,1,1,1,3,3000,2,2.0,2,1,2,1,65640.42,51198.74,50054.74,50054.74,0.0,0.0,1144.0,1144.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,14441.68,-4,0.0,232.55372999999997,4,7,2
202039,1,1,5,1976,2,1,,60.0,267.83,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,3000,2,,2,2,2,2,33733.17,31379.0,31379.0,12281.0,3500.0,3500.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,5000,2354.17,699,0.0,67.3956,2,7,2
202040,1,1,3,1989,2,2,,1.0,150.0,0,1,1,,3.0,,2,2,2,1,1,3,1,3,4,1500,2,,2,2,2,2,9300.47,9300.47,9300.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,1232.15,54.64742,8,7,2
202043,2,1,2,1974,1,2,,,100.0,0,3,3,,2.0,,2,2,2,2,2,2,2,2,1,1000,1,,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,208.88719,3,7,2
202044,1,1,3,1978,2,1,,100.0,258.33,0,1,3,,3.0,3.0,1,1,1,1,1,1,1,1,3,3000,3,3.0,2,2,2,2,46492.71,42405.52,27652.35,27652.35,0.0,0.0,14753.17,12501.98,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,4087.19,268,4699.92,21.66214,6,7,2
202045,1,1,3,1969,2,1,,60.0,105.83,0,3,3,,3.0,,2,1,2,1,1,3,1,1,3,2500,2,,2,2,2,2,61061.36,51586.36,48232.48,38440.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,9475.0,1012,3666.09,51.57672,9,7,2
202047,2,1,2,2003,1,2,,1.0,227.92,0,3,3,,3.0,,2,1,2,1,1,3,1,1,3,1200,3,,2,2,2,2,8433.23,7208.24,7208.24,7208.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1224.99,0,0.0,175.80687,2,7,2
202048,1,1,2,2009,2,1,,600.0,293.92,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,2500,3,,2,2,2,2,40464.74,39930.21,39930.21,32431.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,534.53,0,7622.22,165.46365,7,7,2
202049,2,1,2,1999,1,1,,100.0,286.83,0,3,3,,3.0,,2,2,2,1,1,1,1,2,2,2000,1,,1,2,2,2,13603.94,12418.06,11536.06,11536.06,0.0,0.0,0.0,0.0,0.0,882.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1185.88,0,6482.5,131.00481000000002,7,7,2
202054,3,1,4,1988,2,1,,40.0,119.17,0,1,1,,3.0,,2,2,2,1,1,3,1,1,2,3000,2,,2,2,2,2,34562.51,31152.68,30547.66,18657.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3409.83,0,3701.81,40.28903,9,7,2
202056,1,1,1,1952,2,2,,50.0,91.67,0,3,3,,,,2,1,2,3,1,3,3,3,3,1000,2,,2,2,2,2,10401.94,10401.94,10301.94,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,187.9768,10,7,2
202057,1,1,3,1950,2,1,,,200.0,0,3,3,,3.0,,2,1,2,1,1,3,1,3,3,1000,2,,2,2,2,2,9873.72,9843.72,9843.72,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,30,0,0,0.0,0,0.0,63.195969999999996,3,7,2
202060,2,5,1,1995,2,2,,1.0,50.0,0,2,2,,,,2,2,2,3,1,3,3,3,2,1500,1,,2,2,2,2,8960.88,8960.88,8960.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,61.54942,8,7,2
202061,1,1,2,1983,2,1,,,109.17,0,3,3,,3.0,,2,1,1,1,1,3,3,3,3,1000,2,,2,2,2,2,11808.6,11808.6,11808.6,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,979.77,151.59799999999998,10,7,2
202062,1,1,2,1956,1,1,,50.0,105.5,0,3,3,,3.0,,2,2,2,1,1,3,3,3,3,800,1,,2,1,2,2,12122.4,12122.4,12122.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,187.71161999999998,4,7,2
202063,1,1,3,1956,1,1,,1.0,131.0,0,3,3,,3.0,,2,1,2,1,1,3,1,3,2,500,2,,2,2,2,2,9942.8,9942.8,9942.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,80.27502,4,7,2
202064,1,1,3,1964,1,1,,50.0,117.5,0,3,3,,3.0,,2,1,2,1,1,3,1,3,1,1500,1,,2,2,2,2,14204.52,14204.52,7724.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,90.91343,3,7,2
202066,4,1,3,2002,2,1,,400.0,408.67,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,4000,3,,2,2,2,2,118420.53,98824.32,97148.55,84388.95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,19596.21,0,0.0,169.17515,10,7,2
202067,1,1,2,1950,1,1,,100.0,48.0,0,3,3,,3.0,,2,1,2,1,1,3,3,3,3,1200,3,,2,2,2,2,8513.4,8513.4,8513.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,71.1785,1,7,2
202068,1,1,2,1987,2,1,,300.0,338.83,0,1,2,,3.0,,2,1,1,1,1,1,1,1,2,3000,1,,2,2,2,2,98920.3,80173.64,75580.72,75580.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,18746.66,-60,0.0,95.81845,10,7,2
202069,1,1,3,1975,2,1,,1.0,161.67,0,3,3,,3.0,,2,2,2,1,1,1,1,3,2,1200,2,,2,2,2,2,12312.0,12312.0,10848.0,1500.0,0.0,0.0,624.0,624.0,0.0,0.0,1500,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,700.58,40.95919,6,7,2
202070,3,1,2,1981,2,1,,,126.17,0,3,1,,3.0,,2,2,2,2,1,3,1,3,2,800,2,,2,2,2,2,14608.92,14608.92,14608.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,188.09172,8,7,2
202071,1,1,3,1977,1,1,,50.0,158.67,0,3,3,,3.0,,2,1,2,2,3,2,3,3,2,1000,1,,2,2,2,2,8340.48,8340.48,8340.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,187.25261,2,7,2
202072,1,1,3,1987,1,1,,50.0,245.58,0,3,3,,3.0,,2,1,2,1,1,3,1,3,3,2000,2,,2,2,2,2,24397.58,24397.58,24397.58,1022.18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,951.72,61.54662,10,7,2
202074,1,1,3,1963,1,1,,,130.0,0,3,3,,3.0,,2,1,2,3,1,3,1,3,2,1200,1,,2,2,2,2,8900.23,8900.23,8900.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,187.38121,9,7,2
202075,1,1,4,1958,2,1,,1.0,128.67,0,2,2,,3.0,,2,1,1,1,1,3,1,3,3,2000,2,,2,2,2,2,19050.24,19050.24,19050.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,61.212819999999994,1,7,2
202076,3,1,1,1961,2,1,,150.0,252.08,0,1,1,,3.0,3.0,2,1,1,1,1,1,1,1,3,2500,2,2.0,2,2,2,2,58055.76,56807.76,55559.76,38952.0,0.0,0.0,1248.0,1248.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1248.0,0,0.0,83.83301,7,7,2
202077,1,1,3,1968,2,2,,,158.33,0,3,3,,3.0,,2,1,1,1,1,3,1,3,1,800,1,,2,2,2,2,11841.28,11841.28,11841.28,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,187.86942,6,7,2
202078,1,1,4,1998,2,1,,100.0,254.5,0,1,1,,3.0,,2,1,2,1,1,1,1,1,2,2000,2,,2,2,2,2,20674.12,20674.12,20102.12,500.0,500.0,500.0,572.0,572.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,115.56707,3,7,2
202079,1,1,3,1981,2,2,,200.0,178.67,0,1,1,,3.0,,2,2,2,1,1,3,2,3,3,1300,1,,2,2,2,2,18660.72,18585.72,18585.72,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,75,0,0,0.0,0,0.0,187.26493,8,7,2
202080,1,1,3,1982,2,1,,200.0,388.0,0,1,1,,3.0,,2,1,1,1,1,3,1,3,3,1500,2,,2,2,2,2,18748.68,18748.68,18748.68,600.0,600.0,600.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,61.293009999999995,2,7,2
202081,1,1,5,2004,2,1,,500.0,445.67,0,1,1,,3.0,,2,1,2,1,1,1,1,3,2,3000,1,,2,2,2,2,28478.76,28478.76,28478.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,62.2886,3,7,2
202082,1,1,3,1976,2,1,,50.0,187.0,0,1,3,,3.0,,2,1,1,1,1,3,1,3,3,1000,2,,2,2,2,2,15217.32,15217.32,15217.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,764.76,61.19605,4,7,2
202084,1,1,3,1984,1,1,,1.0,168.33,0,3,3,,3.0,,1,1,1,1,1,3,1,1,3,1600,3,,2,2,2,2,34952.6,34209.46,31353.5,4227.86,600.0,600.0,0.0,0.0,1438.08,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,743.14,219,0.0,86.27834,6,7,2
202085,1,1,5,1989,2,1,,80.0,231.67,0,1,1,,3.0,,2,1,1,1,1,3,1,3,5,1000,2,,2,2,2,2,12652.75,12618.19,12618.19,3086.83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,34.56,0,389.8,62.64395,9,7,2
202086,1,1,3,1963,2,1,,,169.33,0,3,3,,3.0,,2,2,2,1,1,3,1,3,2,1600,1,,2,2,2,2,20280.22,20280.22,20280.22,623.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,376.94,61.7388,9,7,2
202087,4,1,4,1974,2,1,,150.0,300.5,0,1,1,,3.0,,2,1,2,1,1,3,1,3,2,900,1,,2,2,2,2,16406.16,16406.16,16406.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,188.5243,6,7,2
202088,2,1,3,1957,1,1,,,175.0,0,2,3,,3.0,,2,1,2,3,1,3,1,3,3,1300,2,,2,2,2,2,8066.28,8066.28,8066.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,188.08827,3,7,2
202089,1,1,4,1976,2,1,,100.0,298.33,0,1,1,,3.0,,2,1,1,1,1,1,1,1,3,2800,2,,2,2,2,2,25367.83,24151.97,23007.41,8487.41,0.0,0.0,624.0,624.0,520.56,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,1215.86,0,0.0,144.75971,6,7,2
202090,1,1,3,1981,2,1,,50.0,184.33,0,3,3,,3.0,,2,1,2,1,1,3,1,3,3,1400,2,,2,2,2,2,22466.97,22466.97,22466.97,920.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,625.16,61.56069,9,7,2
