HB030,HH010,HH021,HH030,HH031,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HS011,HS021,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HY010,HY020,HY022,HY023,HY040G,HY040N,HY050G,HY050N,HY060G,HY070G,HY080G,HY081G,HY090G,HY090N,HY100G,HY110G,HY110N,HY120G,HY130G,HY131G,HY140G,HY145N,HY170G,DB090,AP,SL,M_K
106586,4,1,3,1981,2,2,,400.0,375.08,0,1,1,,3.0,3.0,2,1,1,1,1,1,1,2,3,4000,2,2.0,2,1,1,2,52845.71,44787.73,40107.73,29408.24,0.0,0.0,4680.0,4680.0,0.0,0.0,0,0,3588.61,3588.61,0,0.0,0,0,0,0,8057.98,-983,0.0,124.81799,3,3,1
106587,1,1,4,1995,1,2,,500.0,233.33,0,1,1,,3.0,,2,1,2,1,1,1,1,2,2,1000,1,,2,2,2,2,9288.01,9008.52,9008.52,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,74,0,0,205.49,0,1224.5,504.29087000000004,2,7,2
106588,1,1,2,1972,1,1,,50.0,156.25,0,3,3,,3.0,,2,1,2,1,1,3,1,3,3,2000,2,,2,2,2,2,24617.23,23825.82,23825.82,9542.72,300.0,300.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,791.41,0,3599.23,364.91382000000004,10,7,2
106590,1,1,4,1983,2,1,,150.0,310.67,0,1,1,,3.0,,1,1,2,1,1,1,1,1,3,2000,1,,2,2,1,2,40123.71,35822.17,35822.17,17415.57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,4301.54,0,705.79,114.1752,9,6,1
106591,4,1,3,1992,2,1,,300.0,336.08,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,1800,1,,2,2,2,2,50089.15,41652.42,41139.17,27429.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,20,0,0,8416.73,0,0.0,202.8488,5,5,1
106593,1,1,4,1995,1,1,,500.0,3000.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,4500,2,,2,2,2,2,59045.73,48387.36,47626.16,32858.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,10658.37,44,0.0,176.77016,2,2,1
106597,1,1,4,1972,1,2,,50.0,200.67,0,3,3,,3.0,,2,2,2,1,1,2,1,3,3,2000,1,,2,2,2,2,10084.84,9279.06,9047.37,9047.37,0.0,0.0,0.0,0.0,0.0,0.0,5000,0,0.0,0.0,0,0.0,0,0,0,0,805.78,0,2589.76,136.71819,2,7,2
106598,2,5,2,2000,2,1,,,450.0,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,2000,2,,2,2,2,2,58568.15,44390.02,44390.02,44390.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,750,0,0,13428.13,-1950,794.28,201.23633,3,3,1
106599,1,1,3,1981,2,1,,50.0,384.0,0,1,3,,3.0,,1,1,2,1,1,1,1,1,5,2000,3,,2,2,2,2,10514.33,10514.33,330.0,330.0,0.0,0.0,156.0,156.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,146.25791999999998,5,7,2
106601,4,1,2,1977,2,1,,200.0,421.67,0,1,1,,3.0,,1,1,1,1,1,2,1,1,4,2000,3,,2,2,2,2,55566.3,43985.53,43985.53,37505.53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,11580.77,0,1644.4,102.94748,5,5,1
106602,4,1,3,1985,2,1,,200.0,380.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,3000,3,,2,2,2,2,40074.46,33769.2,31879.25,22887.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,16,0,0,6289.26,0,0.0,178.44097,2,6,1
106605,4,1,3,1984,2,1,,600.0,458.83,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,2000,2,,2,2,1,2,32991.13,26967.13,26967.13,20487.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,6024.0,0,0.0,370.01589,10,1,1
106606,4,1,2,1989,2,1,,,350.0,0,1,1,,3.0,,2,1,2,1,1,1,1,1,2,2500,2,,2,2,2,2,48147.96,42603.17,23847.8,23847.8,0.0,0.0,0.0,0.0,0.0,0.0,6000,0,0.0,0.0,0,0.0,0,750,0,0,4794.79,30,0.0,398.57417999999996,3,3,1
106608,4,1,1,1990,2,2,,100.0,238.5,0,1,1,,2.0,,2,1,2,1,1,3,1,2,2,1000,1,,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,605.16984,1,6,1
106609,1,1,7,2008,2,1,,1600.0,388.67,0,1,1,,3.0,,1,1,2,1,1,1,1,1,3,1500,3,,2,2,2,2,57082.61,36945.57,36945.57,36945.57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,20137.04,163,0.0,253.662,10,7,2
106611,1,1,4,1973,2,2,,2000.0,510.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,2,3000,2,,2,2,2,2,61673.67,49885.55,39707.96,39707.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,11788.12,0,1407.75,372.3922,2,7,2
106612,1,1,5,1990,2,1,,,348.67,0,1,1,,3.0,,2,2,2,1,1,1,1,1,3,3000,2,,2,2,2,2,28051.65,24198.74,16652.44,16652.44,0.0,0.0,4387.5,4387.5,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3852.91,338,0.0,785.92148,3,7,2
106614,1,1,5,1986,2,1,,150.0,318.17,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,5000,2,,2,2,2,2,59435.66,59435.66,51275.66,51275.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,9199.84,570.32844,5,7,2
106616,4,1,2,2009,2,1,,400.0,203.67,0,1,1,,3.0,,1,1,1,1,1,1,3,3,4,1600,2,,2,2,2,2,46082.75,29957.98,28055.25,28055.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,5000,0,11124.77,0,0.0,150.64109,2,2,1
106617,4,1,3,1989,2,1,,200.0,300.0,0,1,1,,3.0,,1,1,2,1,1,1,1,1,2,1200,1,,2,2,2,2,24324.39,21369.32,10598.49,10598.49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,75,0,0,2880.07,194,0.0,118.85967,6,4,1
106618,4,1,3,1985,2,1,,600.0,447.83,0,1,1,,3.0,,2,2,2,1,1,1,1,3,2,1500,1,,2,2,2,1,15596.87,15114.73,15114.73,2974.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,482.14,0,0.0,171.78063999999998,10,1,1
106619,4,1,3,1989,2,1,,150.0,173.33,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,3000,2,,2,2,2,1,21170.52,21144.7,111.34,111.34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,25.82,0,0.0,233.95931000000002,5,6,1
106620,4,1,1,1988,2,1,,100.0,175.0,0,1,1,,3.0,3.0,2,1,2,1,1,3,1,2,3,3000,2,2.0,2,2,2,2,31248.8,18945.41,18945.41,18945.41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,5000,0,7303.39,89,0.0,305.46387999999996,1,6,1
106621,3,1,4,1974,1,1,,50.0,229.47,0,1,1,,3.0,,2,1,2,1,1,2,1,2,2,2000,2,2.0,2,2,2,2,12126.54,12126.54,3096.94,3096.94,0.0,0.0,0.0,0.0,0.0,215.6,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,4498.48,314.78595,10,7,2
106622,4,1,4,1990,2,1,,200.0,348.63,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,2000,2,,2,2,2,2,60888.59,47731.62,47731.62,47731.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,143,0,0,13013.97,0,0.0,153.02,6,4,1
106624,4,1,3,1985,2,1,,3.0,432.5,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,3000,1,,2,2,2,2,43712.04,35256.38,32551.55,32551.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,8455.66,164,0.0,124.68655,4,6,1
106626,4,1,2,1992,1,2,,200.0,328.83,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,2000,1,,2,2,1,2,12877.33,6382.36,-1626.61,-1626.61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,6000,0,494.97,79,0.0,101.80141,10,6,1
106629,4,1,2,1980,2,1,,120.0,350.0,0,1,1,,3.0,,1,1,1,1,1,3,1,3,3,1600,2,,2,2,2,2,23676.9,18191.4,2050.26,2050.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,3000,0,2485.5,458,0.0,263.11281,2,6,1
106633,4,1,3,1980,2,1,,400.0,400.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,2000,2,,2,2,2,2,70711.69,54512.63,52443.94,52443.94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,16199.06,0,0.0,339.90131,2,2,1
106634,1,1,4,1986,2,1,,200.0,341.25,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,2750,3,,2,2,2,2,53455.58,43496.3,40562.54,40562.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,3000,0,6959.28,47,1771.89,293.28371,7,7,2
106636,1,1,4,1956,2,1,,,804.0,0,1,1,,3.0,3.0,1,1,1,1,1,1,1,1,3,3000,2,2.0,2,1,1,2,108349.26,84089.98,70393.11,70393.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1600.0,1600.0,0,0.0,0,250,0,0,24009.28,-77,0.0,238.19168,3,3,1
106638,4,1,2,1982,2,1,,80.0,387.0,0,1,1,,3.0,,2,2,2,1,1,2,1,2,2,2000,1,,2,2,2,2,17480.94,14053.61,14053.61,14053.61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3427.33,0,887.92,289.40916,5,7,2
106640,4,1,2,1982,2,2,,400.0,371.5,0,1,1,,3.0,,2,1,2,1,1,1,1,1,2,2000,1,,1,2,2,1,22403.71,18276.8,18276.8,15396.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7774.0,5752.56,0,0.0,0,0,0,0,4126.91,-10,0.0,532.30016,2,2,1
106641,1,5,6,2003,2,1,,1.0,363.33,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,2000,2,,2,2,2,2,12637.42,12179.29,12179.29,3798.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,458.13,0,0.0,445.50669000000005,9,7,2
106643,4,1,2,1995,2,1,,600.0,404.67,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,3000,2,,2,2,2,2,90972.52,70643.36,70487.36,70487.36,0.0,0.0,156.0,156.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,110,0,0,20219.16,174,118.4,784.6924700000001,10,1,1
106644,4,1,2,2004,2,1,,150.0,242.42,0,1,1,,3.0,,1,1,1,1,1,3,1,1,3,3500,2,,1,1,2,1,23882.52,23882.52,23882.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,184.01252,5,6,1
106645,4,1,3,1988,2,1,,250.0,277.42,0,1,1,,3.0,3.0,2,1,1,1,1,1,1,1,3,3000,1,1.0,2,2,2,2,43583.85,34581.4,28342.59,28342.59,0.0,0.0,0.0,0.0,315.0,0.0,0,0,200.0,200.0,0,0.0,0,0,0,0,9002.45,879,0.0,398.97711,1,6,1
106646,1,1,3,1987,1,2,,50.0,201.0,0,1,1,,2.0,,2,2,2,1,1,2,1,2,1,1300,1,,2,2,2,2,19255.15,16663.84,10194.98,10194.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2591.31,-15,660.6,239.42247000000003,9,7,2
106649,4,1,2,1975,1,2,,200.0,314.46,0,1,1,,3.0,,2,2,2,1,1,2,2,2,1,3000,1,,2,2,1,2,28068.12,28068.12,20550.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,160.24524,10,6,1
106651,4,1,3,1992,2,1,,1.0,356.0,0,1,1,,3.0,,2,1,2,1,1,1,1,1,2,2000,1,,2,1,2,2,38113.25,32506.61,10878.25,10878.25,0.0,0.0,2340.0,2340.0,15928.36,3360.0,0,0,0.0,0.0,0,0.0,0,0,3000,500,2606.64,0,0.0,1036.87078,9,6,1
106653,1,1,4,1945,2,2,,,252.0,0,1,1,,3.0,,2,1,2,1,1,3,1,3,2,1400,1,,2,2,2,2,8331.2,8331.2,8331.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,90.39220999999999,2,2,1
106655,1,1,4,1990,2,1,,1.0,265.33,0,1,1,,3.0,,2,1,1,1,1,3,1,1,3,4000,3,,2,2,2,2,16798.95,15954.82,14021.82,14021.82,0.0,0.0,988.0,988.0,945.0,0.0,0,0,0.0,0.0,0,0.0,0,35,0,0,809.13,0,7707.05,325.8915,1,7,2
106656,2,1,2,1995,2,2,,300.0,570.42,0,3,3,,3.0,,2,1,1,1,1,1,1,1,3,1500,2,,2,2,2,2,33361.31,27133.73,24763.25,24763.25,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,45,0,0,6182.58,27,239.24,479.75942000000003,6,6,1
106662,1,1,3,1986,2,1,,80.0,273.83,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,3000,2,,2,2,2,2,24993.27,19393.88,19393.88,19393.88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,45,0,0,5554.39,361,0.0,679.52851,2,7,2
106663,4,1,1,1975,1,1,,350.0,350.0,0,1,1,,2.0,,2,2,2,1,1,2,1,2,2,1500,1,,2,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,605.25736,2,2,1
106664,1,1,3,1970,2,1,,50.0,147.0,0,1,1,,2.0,3.0,1,1,1,1,1,3,1,1,3,1500,2,3.0,2,2,2,2,24174.99,16505.24,16505.24,16505.24,1500.0,1500.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,75,3000,0,4594.75,0,0.0,1012.10137,4,7,2
106665,4,1,3,2000,2,1,,200.0,800.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,3000,3,,2,2,2,2,38497.35,24710.33,18384.56,18384.56,0.0,0.0,156.0,156.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,5000,0,8787.02,371,0.0,123.46893,6,4,1
106666,4,1,2,1986,2,1,,,295.5,0,1,1,,3.0,,2,2,2,1,1,1,1,1,1,2000,1,,2,2,2,2,19427.45,15300.02,14600.37,14600.37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,4127.43,0,0.0,172.46303999999998,1,6,1
106667,4,1,3,1982,2,1,,700.0,468.58,0,1,1,,3.0,3.0,2,1,2,1,1,1,1,1,2,4000,2,2.0,2,2,2,2,107576.49,85038.92,76526.64,62615.68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,22537.57,147,0.0,670.64414,10,1,1
106668,2,1,3,1961,1,1,,,262.33,0,3,1,,3.0,,2,1,2,1,1,1,1,1,2,1000,2,,2,2,2,2,25804.08,22753.05,20237.42,11291.06,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3051.03,167,0.0,1260.18856,7,6,1
106670,4,1,3,1991,2,1,,400.0,500.0,0,1,1,,2.0,,2,2,2,1,1,1,1,3,3,5000,2,,2,2,2,2,45290.25,37086.76,27072.76,27072.76,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,50,0,0,8153.49,267,0.0,132.05315,2,2,1
106671,1,1,5,1989,1,1,,150.0,272.33,0,1,1,,3.0,,2,1,2,1,1,1,1,1,3,2000,1,,2,2,2,2,22627.63,19878.71,16957.41,16957.41,0.0,0.0,2122.4,2122.4,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2748.92,0,0.0,422.04725,8,7,2
106673,2,1,4,1997,1,2,,300.0,357.5,0,1,1,,3.0,,2,1,2,1,1,1,1,1,2,3000,1,,2,1,2,2,39487.54,31750.63,31126.63,31126.63,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,7736.91,349,0.0,281.6311,2,2,1
106674,4,1,2,2002,1,1,,50.0,419.58,0,1,1,,3.0,,2,2,2,1,1,3,1,3,2,3000,1,,2,2,2,2,21023.64,21023.64,8963.64,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,543.21105,6,6,1
106676,3,1,2,2003,2,1,,300.0,177.5,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,3000,3,,2,1,1,2,39723.21,36133.7,27580.55,27580.55,0.0,0.0,1092.0,1092.0,0.0,0.0,10000,0,0.0,0.0,0,0.0,0,24,0,0,3565.51,130,0.0,101.5072,6,4,1
106678,4,4,3,1993,2,1,30.0,150.0,430.0,0,1,1,3.0,2.0,3.0,2,2,2,1,1,1,1,1,3,3000,1,2.0,2,2,2,2,46772.52,46522.51,11772.34,11772.34,0.0,0.0,12870.0,12870.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,250.01,0,0.0,997.90129,6,6,1
106679,1,1,5,1975,2,2,,500.0,286.67,0,1,1,,3.0,,2,2,2,1,1,3,1,1,2,2000,1,,2,2,2,2,25757.08,22248.84,22248.84,11880.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,120,0,0,3388.24,0,0.0,329.78775,2,2,1
106680,4,1,2,1992,2,2,,200.0,241.29,0,1,1,,,,2,1,1,1,1,2,1,2,4,1000,2,,2,2,2,2,13854.6,13854.6,13854.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,298.88243,3,3,1
106686,3,1,2,2005,1,2,,100.0,306.67,0,1,1,,2.0,,2,2,2,1,1,2,2,1,1,2000,1,,2,1,1,2,4685.24,3739.83,2991.96,2991.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,945.41,525,0.0,269.02873999999997,10,7,2
106689,4,2,3,2009,2,1,,700.0,1072.17,4200,1,1,3.0,3.0,,1,1,1,1,1,1,1,1,3,4000,1,,2,2,2,2,86553.11,68932.24,26582.55,26582.55,0.0,0.0,42349.69,34670.69,0.0,0.0,0,0,100.0,100.0,7500,0.0,0,150,0,0,17470.87,1840,0.0,287.00656000000004,10,1,1
106690,4,1,2,1995,2,1,,130.0,418.17,0,1,1,,2.0,,2,1,2,1,1,1,1,1,3,1500,2,,2,2,1,2,22340.26,18597.8,17973.8,17973.8,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,3742.46,249,729.98,879.4214800000001,4,6,1
106695,1,1,6,2002,2,1,,800.0,510.0,0,1,1,3.0,3.0,,1,1,1,1,1,1,1,1,4,4000,2,,2,2,2,2,290884.46,273597.32,273285.32,273285.32,48750.0,38512.5,312.0,312.0,0.0,0.0,0,0,26332.46,26332.46,0,0.0,0,75,0,0,17212.14,-1479,0.0,170.0887,2,2,1
106697,1,1,4,1991,2,1,,50.0,327.0,0,1,1,,3.0,3.0,2,1,2,1,1,1,1,1,3,2500,2,2.0,2,2,2,2,88152.35,77611.16,77455.16,56240.48,0.0,0.0,156.0,156.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,10541.2,205,3928.44,137.59776000000002,4,7,2
106700,3,1,2,2002,2,1,,800.0,221.25,0,1,1,,,,1,1,1,1,1,1,1,1,4,1500,3,,1,2,2,2,36000.0,36000.0,36000.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,1724.21353,10,1,1
106702,4,2,2,2006,2,2,,300.0,1245.67,0,1,1,3.0,3.0,,2,1,2,1,1,1,1,1,3,3000,1,,2,2,2,2,29379.55,24259.24,21763.24,21763.24,0.0,0.0,2496.0,2496.0,0.0,0.0,0,0,0.0,0.0,10500,0.0,0,0,0,0,5120.31,808,0.0,851.0717699999999,2,2,1
106703,4,1,3,1975,1,1,,,311.25,0,1,1,,3.0,,2,1,1,1,1,1,1,3,3,3000,1,,2,1,1,2,38288.28,34030.15,34030.15,13150.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,80,0,0,4178.13,0,0.0,376.27072999999996,3,6,1
106704,1,1,3,1977,1,2,,100.0,129.67,0,3,3,,2.0,,2,2,2,1,1,2,1,3,1,1000,1,,1,2,2,2,15924.48,15924.48,8799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,780.9060900000001,5,7,2
106705,1,1,3,1959,2,1,,30.0,75.33,0,3,3,,3.0,,2,1,2,1,1,3,1,2,3,2500,2,,2,2,2,2,18877.16,18877.16,18877.16,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,463.00760999999994,2,7,2
106707,4,1,3,1973,2,1,,800.0,369.83,0,1,1,,3.0,,2,2,2,1,1,2,2,2,3,2000,2,,2,2,2,2,53053.08,41923.92,41923.92,34928.16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,75,0,0,11054.16,0,452.17,159.29506999999998,10,1,1
106708,4,1,3,1965,2,2,,350.0,400.0,0,1,1,,3.0,,2,2,2,1,1,2,2,2,1,1000,1,,2,1,1,2,18709.05,18092.84,18092.84,3532.64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,75,0,0,541.21,0,0.0,302.58911,2,2,1
106709,1,2,2,1994,2,1,,100.0,1048.33,7500,3,3,3.0,3.0,,2,2,2,1,1,1,1,1,1,3000,1,,2,2,2,2,29183.31,24471.73,24471.73,16594.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,10500,0.0,0,18,0,2400,4693.58,0,795.98,860.36418,3,7,2
106712,4,1,2,2006,2,1,,250.0,250.0,0,1,1,,3.0,,1,1,1,1,1,1,1,1,4,3000,2,,2,2,2,2,46015.31,36544.79,12831.5,12831.5,0.0,0.0,19418.34,15880.94,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,9470.52,0,0.0,360.76802999999995,6,4,1
106713,4,1,2,1976,1,2,,,353.5,0,1,1,,3.0,,1,1,1,1,1,1,1,1,3,2000,2,,1,2,2,1,66623.88,52567.37,48061.99,48061.99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50.0,50.0,0,0.0,0,0,0,0,14056.51,666,0.0,99.90538000000001,2,2,1
106714,4,1,2,1965,2,2,,500.0,224.58,0,1,1,,3.0,,2,2,2,1,1,3,1,3,3,1300,1,,2,2,2,2,10290.68,10290.68,10290.68,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,650.0,650.0,0,0.0,0,0,0,0,0.0,0,0.0,921.02764,10,1,1
106715,4,1,3,1987,2,1,,300.0,500.0,0,1,1,,3.0,,2,2,2,1,1,1,1,3,2,3000,2,,2,2,2,2,12609.41,12228.4,4314.64,3474.64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,381.01,34,0.0,399.15686,3,6,1
106716,1,1,3,2005,2,1,,100.0,287.42,0,1,1,3.0,3.0,,2,1,2,1,1,1,1,1,3,2000,1,1.0,2,2,2,2,26128.7,19995.11,19371.11,19371.11,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,750,0,0,5383.59,467,520.65,555.12329,4,7,2
106717,1,1,5,1984,2,1,,200.0,430.67,0,1,1,,3.0,,2,2,1,1,1,1,1,1,3,1800,2,,2,2,2,2,31179.63,30125.63,30125.63,6446.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,100,0,0,954.0,0,351.93,83.42579,4,6,1
106718,3,1,3,1996,2,1,,80.0,191.33,0,1,1,,3.0,,1,1,2,1,1,1,1,1,3,1200,3,,2,2,2,2,25944.01,21629.99,21254.54,21254.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,4314.02,109,0.0,1080.68595,6,7,2
106721,2,1,2,1954,2,2,,100.0,115.33,0,3,3,,3.0,,2,2,2,1,1,2,2,2,1,700,1,,2,2,2,2,7772.18,7153.68,3853.68,3853.68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,618.5,0,1041.03,1166.96096,10,1,1
106722,3,1,2,1962,1,1,,100.0,127.17,0,3,3,,3.0,,2,1,2,1,1,2,2,2,1,1800,1,,1,2,2,1,14382.84,14382.84,7902.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,682.0448299999999,5,6,1
106723,1,1,4,1982,2,1,,,361.0,0,1,1,,3.0,3.0,2,1,2,1,1,1,1,1,3,2500,2,1.0,2,2,2,2,33841.96,17535.95,16258.68,16258.68,0.0,0.0,624.0,624.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,10000,0,6306.01,-60,1829.91,384.64192,9,7,2
106724,3,1,4,1996,2,1,,400.0,411.67,0,1,1,,1.0,,2,1,2,1,1,1,1,1,3,2000,1,,2,1,1,2,15216.0,13129.12,10945.12,10945.12,0.0,0.0,2184.0,2184.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,50,0,0,2036.88,418,0.0,301.28765,4,6,1
106727,1,1,1,1980,1,1,,1.0,72.5,0,3,3,,3.0,,1,1,1,3,3,3,3,3,4,700,3,,1,2,2,2,10886.56,10886.56,10576.56,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,841.05756,2,7,2
106728,1,1,3,1986,2,1,,,213.33,0,1,1,,3.0,,1,1,2,1,1,1,1,1,4,2000,2,,2,2,2,2,13174.21,11511.99,10278.17,3994.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,150,0,0,1512.22,0,0.0,822.29738,5,7,2
